song_id,similar_song_id,similarity_score,method
song_0141,song_0218,0.8281,tfidf
song_0141,song_0271,0.821,tfidf
song_0141,song_0243,0.8204,tfidf
song_0141,song_0040,0.8111,tfidf
song_0142,song_0180,0.8313,tfidf
song_0142,song_0129,0.8295,tfidf
song_0142,song_0200,0.8166,tfidf
song_0142,song_0215,0.8093,tfidf
song_0142,song_0095,0.8043,tfidf
song_0143,song_0178,0.8516,tfidf
song_0143,song_0029,0.8374,tfidf
song_0143,song_0274,0.8245,tfidf
song_0143,song_0223,0.8149,tfidf
song_0143,song_0192,0.7814,tfidf
song_0144,song_0191,0.8206,tfidf
song_0144,song_0187,0.7942,tfidf
song_0144,song_0108,0.7889,tfidf
song_0144,song_0049,0.7873,tfidf
song_0144,song_0075,0.787,tfidf
song_0145,song_0223,0.8774,tfidf
song_0145,song_0257,0.8489,tfidf
song_0145,song_0178,0.8456,tfidf
song_0145,song_0108,0.8394,tfidf
song_0145,song_0214,0.834,tfidf
song_0146,song_0066,0.8616,tfidf
song_0146,song_0055,0.8564,tfidf
song_0146,song_0194,0.837,tfidf
song_0146,song_0283,0.8274,tfidf
song_0146,song_0300,0.8074,tfidf
song_0147,song_0119,0.8569,tfidf
song_0147,song_0082,0.8316,tfidf
song_0147,song_0237,0.8311,tfidf
song_0147,song_0067,0.8305,tfidf
song_0147,song_0255,0.8274,tfidf
song_0148,song_0271,0.871,tfidf
song_0148,song_0218,0.8568,tfidf
song_0148,song_0140,0.8567,tfidf
song_0148,song_0243,0.8554,tfidf
song_0148,song_0107,0.8339,tfidf
song_0149,song_0219,0.8529,tfidf
song_0149,song_0176,0.8522,tfidf
song_0149,song_0137,0.7999,tfidf
song_0149,song_0076,0.7988,tfidf
song_0149,song_0297,0.7947,tfidf
song_0150,song_0169,0.8932,tfidf
song_0150,song_0248,0.858,tfidf
song_0150,song_0167,0.8563,tfidf
song_0150,song_0115,0.844,tfidf
song_0150,song_0123,0.8336,tfidf
song_0151,song_0284,0.8552,tfidf
song_0151,song_0250,0.8079,tfidf
song_0151,song_0202,0.7958,tfidf
song_0151,song_0130,0.7874,tfidf
song_0151,song_0181,0.7803,tfidf
song_0152,song_0293,0.916,tfidf
song_0152,song_0295,0.8757,tfidf
song_0152,song_0061,0.8748,tfidf
song_0152,song_0289,0.8571,tfidf
song_0152,song_0193,0.857,tfidf
song_0153,song_0180,0.8372,tfidf
song_0153,song_0213,0.816,tfidf
song_0153,song_0095,0.8135,tfidf
song_0153,song_0129,0.811,tfidf
song_0153,song_0200,0.8089,tfidf
song_0154,song_0196,0.8295,tfidf
song_0154,song_0032,0.8197,tfidf
song_0154,song_0095,0.8189,tfidf
song_0154,song_0028,0.8183,tfidf
song_0154,song_0030,0.8065,tfidf
song_0155,song_0085,0.8131,tfidf
song_0155,song_0104,0.7561,tfidf
song_0155,song_0170,0.7512,tfidf
song_0155,song_0111,0.7454,tfidf
song_0155,song_0157,0.7393,tfidf
song_0156,song_0218,0.7816,tfidf
song_0156,song_0024,0.7757,tfidf
song_0156,song_0243,0.7666,tfidf
song_0156,song_0271,0.7641,tfidf
song_0156,song_0092,0.7571,tfidf
song_0157,song_0239,0.8326,tfidf
song_0157,song_0111,0.8289,tfidf
song_0157,song_0121,0.8099,tfidf
song_0157,song_0230,0.8056,tfidf
song_0157,song_0066,0.799,tfidf
song_0158,song_0190,0.8309,tfidf
song_0158,song_0034,0.8029,tfidf
song_0158,song_0264,0.7864,tfidf
song_0158,song_0218,0.7862,tfidf
song_0158,song_0045,0.7839,tfidf
song_0159,song_0213,0.8887,tfidf
song_0159,song_0077,0.8787,tfidf
song_0159,song_0001,0.8616,tfidf
song_0159,song_0215,0.8574,tfidf
song_0159,song_0131,0.8502,tfidf
song_0160,song_0205,0.8316,tfidf
song_0160,song_0239,0.815,tfidf
song_0160,song_0009,0.7912,tfidf
song_0160,song_0237,0.7817,tfidf
song_0160,song_0235,0.7681,tfidf
song_0161,song_0186,0.8638,tfidf
song_0161,song_0267,0.8507,tfidf
song_0161,song_0262,0.8326,tfidf
song_0161,song_0269,0.8261,tfidf
song_0161,song_0007,0.8145,tfidf
song_0162,song_0249,0.8576,tfidf
song_0162,song_0253,0.8382,tfidf
song_0162,song_0237,0.8363,tfidf
song_0162,song_0290,0.8359,tfidf
song_0162,song_0195,0.8246,tfidf
song_0163,song_0136,0.8113,tfidf
song_0163,song_0181,0.7759,tfidf
song_0163,song_0250,0.7694,tfidf
song_0163,song_0099,0.7501,tfidf
song_0163,song_0279,0.7469,tfidf
song_0164,song_0297,0.8785,tfidf
song_0164,song_0076,0.8308,tfidf
song_0164,song_0176,0.7988,tfidf
song_0164,song_0263,0.7979,tfidf
song_0164,song_0258,0.7976,tfidf
song_0165,song_0080,0.8476,tfidf
song_0165,song_0054,0.8164,tfidf
song_0165,song_0046,0.8114,tfidf
song_0165,song_0050,0.8112,tfidf
song_0165,song_0236,0.7933,tfidf
song_0166,song_0077,0.8475,tfidf
song_0166,song_0030,0.83,tfidf
song_0166,song_0135,0.829,tfidf
song_0166,song_0159,0.8289,tfidf
song_0166,song_0095,0.8171,tfidf
song_0167,song_0169,0.931,tfidf
song_0167,song_0115,0.8768,tfidf
song_0167,song_0150,0.8563,tfidf
song_0167,song_0248,0.8546,tfidf
song_0167,song_0096,0.8452,tfidf
song_0168,song_0256,0.8612,tfidf
song_0168,song_0138,0.8418,tfidf
song_0168,song_0040,0.8314,tfidf
song_0168,song_0068,0.8115,tfidf
song_0168,song_0008,0.8098,tfidf
song_0169,song_0167,0.931,tfidf
song_0169,song_0150,0.8932,tfidf
song_0169,song_0115,0.8797,tfidf
song_0169,song_0123,0.8629,tfidf
song_0169,song_0248,0.8499,tfidf
song_0170,song_0189,0.8715,tfidf
song_0170,song_0033,0.8287,tfidf
song_0170,song_0021,0.8149,tfidf
song_0170,song_0055,0.81,tfidf
song_0170,song_0072,0.7988,tfidf
song_0171,song_0231,0.803,tfidf
song_0171,song_0026,0.792,tfidf
song_0171,song_0087,0.7909,tfidf
song_0171,song_0108,0.7813,tfidf
song_0171,song_0273,0.7789,tfidf
song_0172,song_0007,0.8605,tfidf
song_0172,song_0186,0.8529,tfidf
song_0172,song_0211,0.8419,tfidf
song_0172,song_0240,0.8167,tfidf
song_0172,song_0267,0.8088,tfidf
song_0173,song_0138,0.8574,tfidf
song_0173,song_0256,0.832,tfidf
song_0173,song_0040,0.7864,tfidf
song_0173,song_0006,0.7863,tfidf
song_0173,song_0168,0.7671,tfidf
song_0174,song_0006,0.8317,tfidf
song_0174,song_0218,0.8092,tfidf
song_0174,song_0107,0.792,tfidf
song_0174,song_0093,0.7908,tfidf
song_0174,song_0148,0.7907,tfidf
song_0175,song_0012,0.8769,tfidf
song_0175,song_0292,0.8498,tfidf
song_0175,song_0181,0.8445,tfidf
song_0175,song_0182,0.8311,tfidf
song_0175,song_0004,0.8287,tfidf
song_0176,song_0149,0.8522,tfidf
song_0176,song_0076,0.8312,tfidf
song_0176,song_0219,0.8228,tfidf
song_0176,song_0297,0.814,tfidf
song_0176,song_0137,0.8055,tfidf
song_0177,song_0209,0.8786,tfidf
song_0177,song_0214,0.8344,tfidf
song_0177,song_0126,0.8274,tfidf
song_0177,song_0116,0.8268,tfidf
song_0177,song_0019,0.8262,tfidf
song_0178,song_0214,0.8655,tfidf
song_0178,song_0049,0.8638,tfidf
song_0178,song_0108,0.8616,tfidf
song_0178,song_0223,0.8552,tfidf
song_0178,song_0143,0.8516,tfidf
song_0179,song_0127,0.8721,tfidf
song_0179,song_0020,0.8556,tfidf
song_0179,song_0112,0.8151,tfidf
song_0179,song_0027,0.8091,tfidf
song_0179,song_0182,0.7931,tfidf
song_0180,song_0200,0.8614,tfidf
song_0180,song_0039,0.8496,tfidf
song_0180,song_0001,0.8484,tfidf
song_0180,song_0030,0.8397,tfidf
song_0180,song_0153,0.8372,tfidf
song_0181,song_0004,0.8626,tfidf
song_0181,song_0098,0.8619,tfidf
song_0181,song_0175,0.8445,tfidf
song_0181,song_0083,0.8354,tfidf
song_0181,song_0027,0.832,tfidf
song_0182,song_0004,0.8479,tfidf
song_0182,song_0175,0.8311,tfidf
song_0182,song_0012,0.8292,tfidf
song_0182,song_0292,0.8187,tfidf
song_0182,song_0083,0.8171,tfidf
song_0183,song_0224,0.8609,tfidf
song_0183,song_0210,0.8428,tfidf
song_0183,song_0212,0.773,tfidf
song_0183,song_0036,0.7617,tfidf
song_0183,song_0015,0.7578,tfidf
song_0184,song_0133,0.8326,tfidf
song_0184,song_0026,0.802,tfidf
song_0184,song_0276,0.7991,tfidf
song_0184,song_0273,0.7915,tfidf
song_0184,song_0029,0.7758,tfidf
song_0185,song_0036,0.8238,tfidf
song_0185,song_0102,0.8224,tfidf
song_0185,song_0080,0.8203,tfidf
song_0185,song_0041,0.8162,tfidf
song_0185,song_0236,0.8032,tfidf
song_0186,song_0161,0.8638,tfidf
song_0186,song_0172,0.8529,tfidf
song_0186,song_0007,0.8416,tfidf
song_0186,song_0267,0.8247,tfidf
song_0186,song_0262,0.8195,tfidf
song_0187,song_0206,0.8407,tfidf
song_0187,song_0003,0.8194,tfidf
song_0187,song_0191,0.8152,tfidf
song_0187,song_0144,0.7942,tfidf
song_0187,song_0075,0.789,tfidf
song_0188,song_0081,0.8146,tfidf
song_0188,song_0208,0.8125,tfidf
song_0188,song_0019,0.8027,tfidf
song_0188,song_0192,0.8016,tfidf
song_0188,song_0003,0.791,tfidf
song_0189,song_0170,0.8715,tfidf
song_0189,song_0021,0.8299,tfidf
song_0189,song_0066,0.8016,tfidf
song_0189,song_0237,0.7884,tfidf
song_0189,song_0055,0.7865,tfidf
song_0190,song_0158,0.8309,tfidf
song_0190,song_0264,0.8003,tfidf
song_0190,song_0034,0.78,tfidf
song_0190,song_0197,0.7716,tfidf
song_0190,song_0256,0.7661,tfidf
song_0191,song_0108,0.828,tfidf
song_0191,song_0144,0.8206,tfidf
song_0191,song_0126,0.8185,tfidf
song_0191,song_0187,0.8152,tfidf
song_0191,song_0003,0.8089,tfidf
song_0192,song_0019,0.8327,tfidf
song_0192,song_0081,0.8218,tfidf
song_0192,song_0188,0.8016,tfidf
song_0192,song_0026,0.8009,tfidf
song_0192,song_0177,0.7967,tfidf
song_0193,song_0198,0.8858,tfidf
song_0193,song_0061,0.8775,tfidf
song_0193,song_0289,0.8746,tfidf
song_0193,song_0056,0.8613,tfidf
song_0193,song_0152,0.857,tfidf
song_0194,song_0009,0.8405,tfidf
song_0194,song_0146,0.837,tfidf
song_0194,song_0233,0.8099,tfidf
song_0194,song_0120,0.8048,tfidf
song_0194,song_0072,0.8025,tfidf
song_0195,song_0111,0.8681,tfidf
song_0195,song_0072,0.8316,tfidf
song_0195,song_0244,0.8316,tfidf
song_0195,song_0233,0.8293,tfidf
song_0195,song_0162,0.8246,tfidf
song_0196,song_0032,0.8948,tfidf
song_0196,song_0095,0.8465,tfidf
song_0196,song_0215,0.8344,tfidf
song_0196,song_0039,0.8325,tfidf
song_0196,song_0154,0.8295,tfidf
song_0197,song_0034,0.8309,tfidf
song_0197,song_0258,0.8097,tfidf
song_0197,song_0045,0.7788,tfidf
song_0197,song_0158,0.7722,tfidf
song_0197,song_0190,0.7716,tfidf
song_0198,song_0289,0.8881,tfidf
song_0198,song_0193,0.8858,tfidf
song_0198,song_0052,0.8529,tfidf
song_0198,song_0295,0.8279,tfidf
song_0198,song_0293,0.8247,tfidf
song_0199,song_0056,0.8694,tfidf
song_0199,song_0061,0.8104,tfidf
song_0199,song_0010,0.7996,tfidf
song_0199,song_0193,0.7996,tfidf
song_0199,song_0198,0.7921,tfidf
song_0200,song_0180,0.8614,tfidf
song_0200,song_0095,0.8405,tfidf
song_0200,song_0196,0.8192,tfidf
song_0200,song_0142,0.8166,tfidf
song_0200,song_0001,0.814,tfidf
song_0201,song_0280,0.8147,tfidf
song_0201,song_0009,0.8135,tfidf
song_0201,song_0194,0.7932,tfidf
song_0201,song_0117,0.7781,tfidf
song_0201,song_0237,0.7746,tfidf
song_0202,song_0130,0.8487,tfidf
song_0202,song_0250,0.8176,tfidf
song_0202,song_0284,0.8123,tfidf
song_0202,song_0254,0.8107,tfidf
song_0202,song_0151,0.7958,tfidf
song_0203,song_0073,0.8632,tfidf
song_0203,song_0041,0.859,tfidf
song_0203,song_0299,0.8483,tfidf
song_0203,song_0080,0.8302,tfidf
song_0203,song_0022,0.8254,tfidf
song_0204,song_0237,0.8184,tfidf
song_0204,song_0195,0.805,tfidf
song_0204,song_0072,0.7988,tfidf
song_0204,song_0226,0.7978,tfidf
song_0204,song_0122,0.7904,tfidf
song_0205,song_0239,0.9187,tfidf
song_0205,song_0160,0.8316,tfidf
song_0205,song_0009,0.8244,tfidf
song_0205,song_0235,0.8017,tfidf
song_0205,song_0111,0.7825,tfidf
song_0206,song_0003,0.8469,tfidf
song_0206,song_0187,0.8407,tfidf
song_0206,song_0191,0.7942,tfidf
song_0206,song_0019,0.7465,tfidf
song_0206,song_0144,0.743,tfidf
song_0207,song_0233,0.8138,tfidf
song_0207,song_0122,0.7688,tfidf
song_0207,song_0194,0.765,tfidf
song_0207,song_0055,0.7611,tfidf
song_0207,song_0119,0.739,tfidf
song_0208,song_0282,0.8372,tfidf
song_0208,song_0081,0.8331,tfidf
song_0208,song_0069,0.819,tfidf
song_0208,song_0116,0.8161,tfidf
song_0208,song_0238,0.8155,tfidf
song_0209,song_0177,0.8786,tfidf
song_0209,song_0126,0.8312,tfidf
song_0209,song_0214,0.8272,tfidf
song_0209,song_0019,0.822,tfidf
song_0209,song_0238,0.8191,tfidf
song_0210,song_0224,0.9024,tfidf
song_0210,song_0183,0.8428,tfidf
song_0210,song_0018,0.8159,tfidf
song_0210,song_0212,0.8096,tfidf
song_0210,song_0015,0.8009,tfidf
song_0211,song_0128,0.8454,tfidf
song_0211,song_0172,0.8419,tfidf
song_0211,song_0240,0.8322,tfidf
song_0211,song_0007,0.8073,tfidf
song_0211,song_0031,0.7996,tfidf
song_0212,song_0102,0.8457,tfidf
song_0212,song_0167,0.8233,tfidf
song_0212,song_0018,0.8107,tfidf
song_0212,song_0036,0.8098,tfidf
song_0212,song_0210,0.8096,tfidf
song_0213,song_0159,0.8887,tfidf
song_0213,song_0001,0.8736,tfidf
song_0213,song_0090,0.8622,tfidf
song_0213,song_0095,0.8467,tfidf
song_0213,song_0077,0.8416,tfidf
song_0214,song_0178,0.8655,tfidf
song_0214,song_0223,0.849,tfidf
song_0214,song_0108,0.8453,tfidf
song_0214,song_0177,0.8344,tfidf
song_0214,song_0145,0.834,tfidf
song_0215,song_0285,0.8673,tfidf
song_0215,song_0039,0.8578,tfidf
song_0215,song_0159,0.8574,tfidf
song_0215,song_0095,0.8572,tfidf
song_0215,song_0129,0.8495,tfidf
song_0216,song_0036,0.8303,tfidf
song_0216,song_0102,0.8231,tfidf
song_0216,song_0236,0.8148,tfidf
song_0216,song_0041,0.7897,tfidf
song_0216,song_0025,0.7836,tfidf
song_0217,song_0107,0.8347,tfidf
song_0217,song_0229,0.8343,tfidf
song_0217,song_0006,0.833,tfidf
song_0217,song_0101,0.7854,tfidf
song_0217,song_0174,0.7825,tfidf
song_0218,song_0048,0.8792,tfidf
song_0218,song_0092,0.8611,tfidf
song_0218,song_0040,0.861,tfidf
song_0218,song_0148,0.8568,tfidf
song_0218,song_0294,0.8479,tfidf
song_0219,song_0149,0.8529,tfidf
song_0219,song_0176,0.8228,tfidf
song_0219,song_0137,0.8106,tfidf
song_0219,song_0118,0.8055,tfidf
song_0219,song_0275,0.7986,tfidf
song_0220,song_0090,0.7972,tfidf
song_0220,song_0001,0.7914,tfidf
song_0220,song_0159,0.7799,tfidf
song_0220,song_0028,0.7707,tfidf
song_0220,song_0058,0.7669,tfidf
song_0221,song_0261,0.7733,tfidf
song_0221,song_0181,0.766,tfidf
song_0221,song_0114,0.7499,tfidf
song_0221,song_0284,0.7493,tfidf
song_0221,song_0279,0.749,tfidf
song_0222,song_0288,0.814,tfidf
song_0222,song_0125,0.8095,tfidf
song_0222,song_0007,0.8048,tfidf
song_0222,song_0128,0.7977,tfidf
song_0222,song_0186,0.7891,tfidf
song_0223,song_0145,0.8774,tfidf
song_0223,song_0108,0.8655,tfidf
song_0223,song_0178,0.8552,tfidf
song_0223,song_0214,0.849,tfidf
song_0223,song_0013,0.8323,tfidf
song_0224,song_0210,0.9024,tfidf
song_0224,song_0183,0.8609,tfidf
song_0224,song_0018,0.7902,tfidf
song_0224,song_0299,0.7637,tfidf
song_0224,song_0278,0.7563,tfidf
song_0225,song_0261,0.8275,tfidf
song_0225,song_0250,0.8154,tfidf
song_0225,song_0098,0.8062,tfidf
song_0225,song_0130,0.7931,tfidf
song_0225,song_0254,0.7907,tfidf
song_0226,song_0122,0.8449,tfidf
song_0226,song_0072,0.8398,tfidf
song_0226,song_0147,0.8128,tfidf
song_0226,song_0067,0.807,tfidf
song_0226,song_0204,0.7978,tfidf
song_0227,song_0084,0.8634,tfidf
song_0227,song_0003,0.8282,tfidf
song_0227,song_0231,0.8269,tfidf
song_0227,song_0238,0.8203,tfidf
song_0227,song_0081,0.8081,tfidf
song_0228,song_0264,0.7831,tfidf
song_0228,song_0107,0.7669,tfidf
song_0228,song_0034,0.7651,tfidf
song_0228,song_0229,0.7538,tfidf
song_0228,song_0258,0.7518,tfidf
song_0229,song_0107,0.8776,tfidf
song_0229,song_0093,0.8658,tfidf
song_0229,song_0256,0.8454,tfidf
song_0229,song_0006,0.8413,tfidf
song_0229,song_0101,0.8409,tfidf
song_0230,song_0047,0.8357,tfidf
song_0230,song_0066,0.8245,tfidf
song_0230,song_0072,0.82,tfidf
song_0230,song_0249,0.817,tfidf
song_0230,song_0277,0.8106,tfidf
song_0231,song_0227,0.8269,tfidf
song_0231,song_0003,0.8224,tfidf
song_0231,song_0209,0.8043,tfidf
song_0231,song_0171,0.803,tfidf
song_0231,song_0273,0.7966,tfidf
song_0232,song_0088,0.801,tfidf
song_0232,song_0056,0.7712,tfidf
song_0232,song_0269,0.7577,tfidf
song_0232,song_0293,0.7439,tfidf
song_0232,song_0199,0.7433,tfidf
song_0233,song_0037,0.8701,tfidf
song_0233,song_0047,0.8543,tfidf
song_0233,song_0195,0.8293,tfidf
song_0233,song_0249,0.8173,tfidf
song_0233,song_0147,0.8168,tfidf
song_0234,song_0291,0.7527,tfidf
song_0234,song_0125,0.749,tfidf
song_0234,song_0281,0.7066,tfidf
song_0234,song_0139,0.7049,tfidf
song_0234,song_0088,0.692,tfidf
song_0235,song_0094,0.8138,tfidf
song_0235,song_0205,0.8017,tfidf
song_0235,song_0170,0.7965,tfidf
song_0235,song_0009,0.7901,tfidf
song_0235,song_0120,0.7745,tfidf
song_0236,song_0041,0.8939,tfidf
song_0236,song_0022,0.8885,tfidf
song_0236,song_0102,0.8415,tfidf
song_0236,song_0080,0.8339,tfidf
song_0236,song_0054,0.8243,tfidf
song_0237,song_0037,0.883,tfidf
song_0237,song_0249,0.8662,tfidf
song_0237,song_0253,0.863,tfidf
song_0237,song_0100,0.8483,tfidf
song_0237,song_0162,0.8363,tfidf
song_0238,song_0116,0.8559,tfidf
song_0238,song_0270,0.8528,tfidf
song_0238,song_0087,0.844,tfidf
song_0238,song_0084,0.8406,tfidf
song_0238,song_0081,0.8359,tfidf
song_0239,song_0205,0.9187,tfidf
song_0239,song_0111,0.8375,tfidf
song_0239,song_0157,0.8326,tfidf
song_0239,song_0160,0.815,tfidf
song_0239,song_0009,0.81,tfidf
song_0240,song_0262,0.8554,tfidf
song_0240,song_0247,0.8422,tfidf
song_0240,song_0211,0.8322,tfidf
song_0240,song_0172,0.8167,tfidf
song_0240,song_0186,0.8151,tfidf
song_0241,song_0081,0.8312,tfidf
song_0241,song_0026,0.816,tfidf
song_0241,song_0273,0.8065,tfidf
song_0241,song_0084,0.8033,tfidf
song_0241,song_0106,0.8024,tfidf
song_0242,song_0126,0.8806,tfidf
song_0242,song_0070,0.8053,tfidf
song_0242,song_0209,0.8009,tfidf
song_0242,song_0177,0.7989,tfidf
song_0242,song_0081,0.7882,tfidf
song_0243,song_0148,0.8554,tfidf
song_0243,song_0040,0.8439,tfidf
song_0243,song_0138,0.8412,tfidf
song_0243,song_0218,0.8382,tfidf
song_0243,song_0105,0.8326,tfidf
song_0244,song_0195,0.8316,tfidf
song_0244,song_0072,0.8109,tfidf
song_0244,song_0290,0.8044,tfidf
song_0244,song_0111,0.7962,tfidf
song_0244,song_0194,0.7911,tfidf
song_0245,song_0078,0.8495,tfidf
song_0245,song_0058,0.8393,tfidf
song_0245,song_0063,0.8323,tfidf
song_0245,song_0298,0.83,tfidf
song_0245,song_0077,0.8265,tfidf
song_0246,song_0265,0.9049,tfidf
song_0246,song_0020,0.8101,tfidf
song_0246,song_0098,0.7975,tfidf
song_0246,song_0179,0.7865,tfidf
song_0246,song_0127,0.7863,tfidf
song_0247,song_0007,0.8527,tfidf
song_0247,song_0240,0.8422,tfidf
song_0247,song_0139,0.8379,tfidf
song_0247,song_0262,0.8208,tfidf
song_0247,song_0172,0.8081,tfidf
song_0248,song_0150,0.858,tfidf
song_0248,song_0167,0.8546,tfidf
song_0248,song_0169,0.8499,tfidf
song_0248,song_0123,0.8384,tfidf
song_0248,song_0115,0.826,tfidf
song_0249,song_0253,0.893,tfidf
song_0249,song_0100,0.873,tfidf
song_0249,song_0237,0.8662,tfidf
song_0249,song_0047,0.8613,tfidf
song_0249,song_0162,0.8576,tfidf
song_0250,song_0261,0.8285,tfidf
song_0250,song_0202,0.8176,tfidf
song_0250,song_0225,0.8154,tfidf
song_0250,song_0151,0.8079,tfidf
song_0250,song_0130,0.7834,tfidf
song_0251,song_0035,0.8425,tfidf
song_0251,song_0271,0.7565,tfidf
song_0251,song_0297,0.7502,tfidf
song_0251,song_0256,0.75,tfidf
song_0251,song_0107,0.744,tfidf
song_0252,song_0136,0.8239,tfidf
song_0252,song_0279,0.8192,tfidf
song_0252,song_0099,0.8032,tfidf
song_0252,song_0027,0.7952,tfidf
song_0252,song_0020,0.7926,tfidf
song_0253,song_0249,0.893,tfidf
song_0253,song_0100,0.8717,tfidf
song_0253,song_0014,0.8638,tfidf
song_0253,song_0237,0.863,tfidf
song_0253,song_0042,0.8621,tfidf
song_0254,song_0130,0.8375,tfidf
song_0254,song_0089,0.8246,tfidf
song_0254,song_0202,0.8107,tfidf
song_0254,song_0098,0.8031,tfidf
song_0254,song_0261,0.8005,tfidf
song_0255,song_0290,0.8474,tfidf
song_0255,song_0147,0.8274,tfidf
song_0255,song_0044,0.8083,tfidf
song_0255,song_0110,0.8022,tfidf
song_0255,song_0249,0.7944,tfidf
song_0256,song_0138,0.8999,tfidf
song_0256,song_0040,0.8692,tfidf
song_0256,song_0107,0.8659,tfidf
song_0256,song_0168,0.8612,tfidf
song_0256,song_0006,0.8541,tfidf
song_0257,song_0145,0.8489,tfidf
song_0257,song_0178,0.8317,tfidf
song_0257,song_0029,0.8165,tfidf
song_0257,song_0223,0.7987,tfidf
song_0257,song_0026,0.7871,tfidf
song_0258,song_0034,0.8627,tfidf
song_0258,song_0107,0.8161,tfidf
song_0258,song_0197,0.8097,tfidf
song_0258,song_0006,0.8004,tfidf
song_0258,song_0164,0.7976,tfidf
song_0259,song_0087,0.8157,tfidf
song_0259,song_0282,0.8155,tfidf
song_0259,song_0238,0.7916,tfidf
song_0259,song_0144,0.7867,tfidf
song_0259,song_0273,0.7853,tfidf
song_0260,song_0138,0.8134,tfidf
song_0260,song_0243,0.8117,tfidf
song_0260,song_0256,0.8083,tfidf
song_0260,song_0140,0.7883,tfidf
song_0260,song_0023,0.7791,tfidf
song_0261,song_0250,0.8285,tfidf
song_0261,song_0225,0.8275,tfidf
song_0261,song_0254,0.8005,tfidf
song_0261,song_0083,0.781,tfidf
song_0261,song_0020,0.7799,tfidf
song_0262,song_0240,0.8554,tfidf
song_0262,song_0161,0.8326,tfidf
song_0262,song_0247,0.8208,tfidf
song_0262,song_0186,0.8195,tfidf
song_0262,song_0269,0.8175,tfidf
song_0263,song_0297,0.8267,tfidf
song_0263,song_0086,0.8126,tfidf
song_0263,song_0164,0.7979,tfidf
song_0263,song_0076,0.7936,tfidf
song_0263,song_0137,0.7868,tfidf
song_0264,song_0190,0.8003,tfidf
song_0264,song_0218,0.7918,tfidf
song_0264,song_0158,0.7864,tfidf
song_0264,song_0228,0.7831,tfidf
song_0264,song_0006,0.7752,tfidf
song_0265,song_0246,0.9049,tfidf
song_0265,song_0020,0.8175,tfidf
song_0265,song_0098,0.8088,tfidf
song_0265,song_0127,0.7921,tfidf
song_0265,song_0202,0.7885,tfidf
song_0266,song_0115,0.8405,tfidf
song_0266,song_0299,0.8054,tfidf
song_0266,song_0287,0.8033,tfidf
song_0266,song_0167,0.8013,tfidf
song_0266,song_0169,0.7883,tfidf
song_0267,song_0161,0.8507,tfidf
song_0267,song_0186,0.8247,tfidf
song_0267,song_0007,0.8139,tfidf
song_0267,song_0172,0.8088,tfidf
song_0267,song_0262,0.8037,tfidf
song_0268,song_0080,0.8461,tfidf
song_0268,song_0046,0.817,tfidf
song_0268,song_0050,0.8118,tfidf
song_0268,song_0165,0.789,tfidf
song_0268,song_0167,0.7877,tfidf
song_0269,song_0091,0.8336,tfidf
song_0269,song_0281,0.8315,tfidf
song_0269,song_0161,0.8261,tfidf
song_0269,song_0262,0.8175,tfidf
song_0269,song_0186,0.7918,tfidf
song_0270,song_0238,0.8528,tfidf
song_0270,song_0177,0.8177,tfidf
song_0270,song_0209,0.8133,tfidf
song_0270,song_0084,0.8094,tfidf
song_0270,song_0019,0.8028,tfidf
song_0271,song_0148,0.871,tfidf
song_0271,song_0105,0.8436,tfidf
song_0271,song_0218,0.8212,tfidf
song_0271,song_0141,0.821,tfidf
song_0271,song_0243,0.8208,tfidf
song_0272,song_0132,0.8072,tfidf
song_0272,song_0031,0.804,tfidf
song_0272,song_0125,0.7792,tfidf
song_0272,song_0211,0.7756,tfidf
song_0272,song_0288,0.7745,tfidf
song_0273,song_0191,0.8071,tfidf
song_0273,song_0241,0.8065,tfidf
song_0273,song_0087,0.8035,tfidf
song_0273,song_0075,0.8008,tfidf
song_0273,song_0231,0.7966,tfidf
song_0274,song_0026,0.8513,tfidf
song_0274,song_0079,0.8342,tfidf
song_0274,song_0029,0.8246,tfidf
song_0274,song_0143,0.8245,tfidf
song_0274,song_0178,0.8183,tfidf
song_0275,song_0256,0.8344,tfidf
song_0275,song_0040,0.8261,tfidf
song_0275,song_0107,0.8233,tfidf
song_0275,song_0023,0.8088,tfidf
song_0275,song_0168,0.8073,tfidf
song_0276,song_0049,0.8696,tfidf
song_0276,song_0124,0.8355,tfidf
song_0276,song_0013,0.8219,tfidf
song_0276,song_0019,0.8074,tfidf
song_0276,song_0184,0.7991,tfidf
song_0277,song_0253,0.8598,tfidf
song_0277,song_0195,0.8159,tfidf
song_0277,song_0067,0.8155,tfidf
song_0277,song_0072,0.8149,tfidf
song_0277,song_0230,0.8106,tfidf
song_0278,song_0212,0.7959,tfidf
song_0278,song_0096,0.7925,tfidf
song_0278,song_0018,0.7918,tfidf
song_0278,song_0017,0.7887,tfidf
song_0278,song_0080,0.7881,tfidf
song_0279,song_0097,0.8628,tfidf
song_0279,song_0027,0.8255,tfidf
song_0279,song_0252,0.8192,tfidf
song_0279,song_0098,0.8129,tfidf
song_0279,song_0089,0.8117,tfidf
song_0280,song_0201,0.8147,tfidf
song_0280,song_0009,0.7957,tfidf
song_0280,song_0194,0.791,tfidf
song_0280,song_0237,0.7783,tfidf
song_0280,song_0230,0.7489,tfidf
song_0281,song_0269,0.8315,tfidf
song_0281,song_0007,0.8226,tfidf
song_0281,song_0172,0.8058,tfidf
